CreatedDate,Unnamed: 0,MeterSerialNo,ConsumerID,KVAH,KWH,RPhaseVoltage,YPhaseVoltage,BPhaseVoltage,RPhaseCurrent,YPhaseCurrent,BPhaseCurrent,ActivePower,ReactivePower,ApparentPower,TotalPowerFactor,Frequency,MaximumDemandKW,MaximumDemandKVA
2024-04-03 17:54:00,17407.0,295.0,381.0,11.533,10.713,229.0546703,234.7610542,233.7504201,3.854869565217392,5.385190156599553,0.04,0.02,610.2643217347453,0.02,0.802286353,49.60738242,0.44,0.48
2024-04-04 02:11:00,17404.0,295.0,381.0,6.443,6.133,237.130699,223.3398668,233.9344457,6.46,3.686082474226805,0.25,3.14,1.16,3.36,0.899677693,49.51792346,0.5,0.52
2024-04-04 02:30:00,17403.0,295.0,381.0,6.954,6.61,220.3341406,220.4545945,210.5722855,6.46,3.686082474226805,0.24,3.14,1.12,3.36,0.837746546,50.00167286,0.5,0.52
2024-04-04 06:39:00,17400.0,295.0,381.0,13.728,12.936,248.4652913,233.0486462,216.4276853,6.06,2.5555670103092782,0.24,2.96,0.94,3.14,0.831850685,49.87959492,0.5,0.52
2024-04-04 06:58:00,17399.0,295.0,381.0,14.206,13.39,246.0560781,215.2521359,220.6115408,6.07,2.5555670103092782,0.24,3.0,0.94,3.16,0.938929596,49.5264192,0.5,0.52
2024-04-04 09:12:00,17398.0,295.0,381.0,14.441,13.614,244.7315282,220.6953211,210.0615377,3.02,3.311961722488038,0.3,1.62,1310.66,1.64,0.902576774,50.16950515,0.5,0.52
2024-04-04 10:31:00,17396.0,295.0,381.0,14.595,13.76,217.8605308,242.6276206,249.5971095,3.3607536764705883,5.41801282051282,0.49,0.22,1310.66,0.24,0.813642439,50.02951579,0.5,0.52
2024-04-04 10:44:00,17395.0,295.0,381.0,14.609,13.774,238.3410282,241.358499,236.1342115,3.3607536764705883,5.41801282051282,2.732533692722372,2.067622222222222,546.4781330749354,2.16814044213264,0.98673472,49.8221501,0.5,0.52
2024-04-04 10:51:00,17394.0,295.0,381.0,14.609,13.774,212.4143919,222.8773124,234.2313137,3.3607536764705883,5.41801282051282,2.732533692722372,2.067622222222222,546.4781330749354,2.16814044213264,0.911437279,50.02892287,0.5,0.52
2024-04-04 11:04:00,17393.0,295.0,381.0,14.609,13.774,234.6287617,214.1905958,212.415331,3.7619400352733687,5.486962365591397,2.948095238095238,2.3910729991204924,480.591930477964,2.556335034013605,0.935053304,49.55699821,0.5,0.52
