CreatedDate,Unnamed: 0,MeterSerialNo,ConsumerID,KVAH,KWH,RPhaseVoltage,YPhaseVoltage,BPhaseVoltage,RPhaseCurrent,YPhaseCurrent,BPhaseCurrent,ActivePower,ReactivePower,ApparentPower,TotalPowerFactor,Frequency,MaximumDemandKW,MaximumDemandKVA
2024-01-04 00:16:00,2716.0,488.0,515.0,6949.82,6718.491,227.6011631,214.8359797,237.319427,1.49,0.81,0.74,1.38,1310.4,1.42,0.994129021,49.61606593,0.52,0.54
2024-01-04 00:22:00,2715.0,488.0,515.0,6949.894,6718.563,213.5651328,229.7674818,227.9038771,1.45,0.83,0.74,1.36,1310.4,1.42,0.946694814,49.79022451,0.52,0.54
2024-01-04 00:29:00,2714.0,488.0,515.0,6949.968,6718.634,226.4503342,228.5482152,218.2168146,1.51,0.83,0.75,1.42,1310.38,1.46,0.846668658,49.7863292,0.52,0.54
2024-01-04 00:35:00,2713.0,488.0,515.0,6950.052,6718.716,239.8976885,231.5036731,239.1199163,1.52,0.83,3.38,2.78,1310.4,2.82,0.850927041,50.19837648,0.52,0.54
2024-01-04 00:54:00,2710.0,488.0,515.0,6950.309,6718.965,220.1729059,227.8736256,223.496462,1.48,0.83,1.29,1.58,0.02,1.68,0.888863136,49.6169705,0.52,0.54
2024-01-04 01:06:00,2708.0,488.0,515.0,6950.487,6719.134,219.6824023,219.5553438,233.4301138,1.66,0.97,0.75,1.5,1310.38,1.54,0.820923416,50.05706077,0.52,0.54
2024-01-04 01:19:00,2706.0,488.0,515.0,6950.656,6719.298,230.1005798,230.6051173,229.9164206,1.36,1.02,0.74,1.36,1310.38,1.42,0.94317149,49.96976035,0.52,0.54
2024-01-04 01:38:00,2703.0,488.0,515.0,6950.869,6719.502,234.8750426,228.0486045,232.3190262,1.15,0.95,0.74,1.28,1310.36,1.34,0.888227297,49.86613213,0.52,0.54
2024-01-04 01:50:00,2701.0,488.0,515.0,6951.01,6719.637,238.0848882,219.9978777,222.4992814,1.26,0.94,0.74,1.32,1310.38,1.38,0.953579647,49.83388326,0.52,0.54
2024-01-04 01:56:00,2700.0,488.0,515.0,6951.112,6719.735,241.8995625,215.8156013,246.1802726,1.36,0.94,1.28,1.58,654.1936340371082,1.7,0.982729822,50.18502941,0.52,0.54
2024-01-04 14:09:00,2698.0,488.0,515.0,6955.474,6723.854,244.8523471,225.2166423,227.0744915,0.87,5.8557500000000005,2.3568141592920355,0.36,1310.58,0.38,0.846760496,49.97926862,0.52,0.54
2024-01-04 14:15:00,2697.0,488.0,515.0,6955.495,6723.873,220.514417,210.5701348,230.4937578,0.87,5.8557500000000005,2.3568141592920355,0.36,1310.58,0.38,0.938832942,49.91875989,0.52,0.54
2024-01-04 19:47:00,2694.0,488.0,515.0,6957.423,6725.703,234.3441771,225.7899288,214.0120122,1.73,0.83,0.78,1.48,1310.44,1.5,0.875803598,50.03002262,0.52,0.54
2024-01-04 20:36:00,2690.0,488.0,515.0,6958.093,6726.354,245.0001314,224.4705763,239.5580094,1.73,0.83,0.77,1.48,1310.42,1.52,0.869278473,49.96406454,0.52,0.54
2024-01-04 21:01:00,2688.0,488.0,515.0,6958.422,6726.673,246.2229634,230.7874783,249.880269,1.54,0.82,1.28,1.64,635.4931002331002,1.72,0.99819108,49.62405604,0.52,0.54
